num_pendulums,network,batch,norm_sq,num_params,eig_val
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.0
1,CHNN,0,619.901611328125,132610,1.075373234016297e-06
1,CHNN,0,619.901611328125,132610,5.916843292652629e-06
1,CHNN,0,619.901611328125,132610,2.066495653707534e-05
1,CHNN,0,619.901611328125,132610,3.5181132261641324e-05
1,CHNN,0,619.901611328125,132610,4.74253210995812e-05
1,CHNN,0,619.901611328125,132610,5.614369729300961e-05
1,CHNN,0,619.901611328125,132610,6.825630407547578e-05
1,CHNN,0,619.901611328125,132610,8.42944864416495e-05
1,CHNN,0,619.901611328125,132610,9.729390149004757e-05
1,CHNN,0,619.901611328125,132610,0.00011225575144635513
1,CHNN,0,619.901611328125,132610,0.00011926572187803686
1,CHNN,0,619.901611328125,132610,0.0001307284110225737
1,CHNN,0,619.901611328125,132610,0.0001460595231037587
1,CHNN,0,619.901611328125,132610,0.00015587620146106929
1,CHNN,0,619.901611328125,132610,0.0001681282592471689
1,CHNN,0,619.901611328125,132610,0.0001784501364454627
1,CHNN,0,619.901611328125,132610,0.00018993622506968677
1,CHNN,0,619.901611328125,132610,0.0002031736366916448
1,CHNN,0,619.901611328125,132610,0.00021828206081409007
1,CHNN,0,619.901611328125,132610,0.0002276661980431527
1,CHNN,0,619.901611328125,132610,0.00024301007215399295
1,CHNN,0,619.901611328125,132610,0.00025443072081543505
1,CHNN,0,619.901611328125,132610,0.0002630676026456058
1,CHNN,0,619.901611328125,132610,0.00027684171800501645
1,CHNN,0,619.901611328125,132610,0.0002880860411096364
1,CHNN,0,619.901611328125,132610,0.0002924948057625443
1,CHNN,0,619.901611328125,132610,0.0003047495847567916
1,CHNN,0,619.901611328125,132610,0.0003147633688058704
1,CHNN,0,619.901611328125,132610,0.00032660303986631334
1,CHNN,0,619.901611328125,132610,0.00033006080775521696
1,CHNN,0,619.901611328125,132610,0.00034266614238731563
1,CHNN,0,619.901611328125,132610,0.00034791292273439467
1,CHNN,0,619.901611328125,132610,0.000359621160896495
1,CHNN,0,619.901611328125,132610,0.00036343015381135046
1,CHNN,0,619.901611328125,132610,0.00037484263884834945
1,CHNN,0,619.901611328125,132610,0.00039766443660482764
1,CHNN,0,619.901611328125,132610,0.0004481028881855309
1,CHNN,0,619.901611328125,132610,0.00045534016680903733
1,CHNN,0,619.901611328125,132610,0.00046457606367766857
1,CHNN,0,619.901611328125,132610,0.0005156664992682636
1,CHNN,0,619.901611328125,132610,0.0005223600310273468
1,CHNN,0,619.901611328125,132610,0.0005698330933228135
1,CHNN,0,619.901611328125,132610,0.0006014815880917013
1,CHNN,0,619.901611328125,132610,0.0006042593158781528
1,CHNN,0,619.901611328125,132610,0.0006197692127898335
1,CHNN,0,619.901611328125,132610,0.0006232921732589602
1,CHNN,0,619.901611328125,132610,0.0006291545578278601
1,CHNN,0,619.901611328125,132610,0.0006355419754981995
1,CHNN,0,619.901611328125,132610,0.000657667696941644
1,CHNN,0,619.901611328125,132610,0.0006633982993662357
1,CHNN,0,619.901611328125,132610,0.0006722775287926197
1,CHNN,0,619.901611328125,132610,0.0006824758020229638
1,CHNN,0,619.901611328125,132610,0.0006891795783303678
1,CHNN,0,619.901611328125,132610,0.0007009080145508051
1,CHNN,0,619.901611328125,132610,0.0007156738429330289
1,CHNN,0,619.901611328125,132610,0.0007258876576088369
1,CHNN,0,619.901611328125,132610,0.0007352511747740209
1,CHNN,0,619.901611328125,132610,0.0007485573296435177
1,CHNN,0,619.901611328125,132610,0.0007552119204774499
1,CHNN,0,619.901611328125,132610,0.0007651170017197728
1,CHNN,0,619.901611328125,132610,0.0007780311862006783
1,CHNN,0,619.901611328125,132610,0.0007872057030908763
1,CHNN,0,619.901611328125,132610,0.0008026027353480458
1,CHNN,0,619.901611328125,132610,0.0008140555000863969
1,CHNN,0,619.901611328125,132610,0.0008297516033053398
1,CHNN,0,619.901611328125,132610,0.0008366627735085785
1,CHNN,0,619.901611328125,132610,0.0008534245425835252
1,CHNN,0,619.901611328125,132610,0.0008587989141233265
1,CHNN,0,619.901611328125,132610,0.0008717775344848633
1,CHNN,0,619.901611328125,132610,0.0008779162308201194
1,CHNN,0,619.901611328125,132610,0.0008950420306064188
1,CHNN,0,619.901611328125,132610,0.0009110913961194456
1,CHNN,0,619.901611328125,132610,0.0009164381772279739
1,CHNN,0,619.901611328125,132610,0.0009261810919269919
1,CHNN,0,619.901611328125,132610,0.0009486354538239539
1,CHNN,0,619.901611328125,132610,0.0009556094883009791
1,CHNN,0,619.901611328125,132610,0.0009759112144820392
1,CHNN,0,619.901611328125,132610,0.0009821575367823243
1,CHNN,0,619.901611328125,132610,0.0009916044073179364
1,CHNN,0,619.901611328125,132610,0.0010027781827375293
