network,batch,norm_sq,num_params,eig_val
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,1.0
CHNN,0,695.7589721679688,135173,8.293953328575299e-07
CHNN,0,695.7589721679688,135173,2.61826062342152e-06
CHNN,0,695.7589721679688,135173,6.170906090119388e-06
CHNN,0,695.7589721679688,135173,9.2398759079515e-06
CHNN,0,695.7589721679688,135173,1.2261210940778255e-05
CHNN,0,695.7589721679688,135173,1.5011725736258084e-05
CHNN,0,695.7589721679688,135173,1.7594702512724325e-05
CHNN,0,695.7589721679688,135173,2.0137129467912008e-05
CHNN,0,695.7589721679688,135173,2.3017584680928852e-05
CHNN,0,695.7589721679688,135173,2.516718814149499e-05
CHNN,0,695.7589721679688,135173,2.8045027647749517e-05
CHNN,0,695.7589721679688,135173,3.099658715655096e-05
CHNN,0,695.7589721679688,135173,3.3965206966968246e-05
CHNN,0,695.7589721679688,135173,3.747363371076062e-05
CHNN,0,695.7589721679688,135173,3.9743841625750065e-05
CHNN,0,695.7589721679688,135173,4.201193951303139e-05
CHNN,0,695.7589721679688,135173,4.4180203985888504e-05
CHNN,0,695.7589721679688,135173,4.720808647107333e-05
CHNN,0,695.7589721679688,135173,4.963901301380247e-05
CHNN,0,695.7589721679688,135173,5.2288476581452414e-05
CHNN,0,695.7589721679688,135173,5.4935459047555923e-05
CHNN,0,695.7589721679688,135173,5.821277954964897e-05
CHNN,0,695.7589721679688,135173,6.10837887506932e-05
CHNN,0,695.7589721679688,135173,6.354996003210545e-05
CHNN,0,695.7589721679688,135173,6.617361214011908e-05
CHNN,0,695.7589721679688,135173,6.85963750584051e-05
CHNN,0,695.7589721679688,135173,7.087628182489425e-05
CHNN,0,695.7589721679688,135173,7.314113463507965e-05
CHNN,0,695.7589721679688,135173,7.714782987022772e-05
CHNN,0,695.7589721679688,135173,7.970891601871699e-05
CHNN,0,695.7589721679688,135173,8.20997083792463e-05
CHNN,0,695.7589721679688,135173,8.411482122028247e-05
CHNN,0,695.7589721679688,135173,8.715185686014594e-05
CHNN,0,695.7589721679688,135173,9.003902232507244e-05
CHNN,0,695.7589721679688,135173,9.254008909920228e-05
CHNN,0,695.7589721679688,135173,9.498251893091948e-05
CHNN,0,695.7589721679688,135173,9.862654405878857e-05
CHNN,0,695.7589721679688,135173,0.00010183010454056783
CHNN,0,695.7589721679688,135173,0.00010427381494082509
CHNN,0,695.7589721679688,135173,0.00010708248009905219
CHNN,0,695.7589721679688,135173,0.00010881504567805678
CHNN,0,695.7589721679688,135173,0.00011147542682010682
CHNN,0,695.7589721679688,135173,0.00011434301268309356
CHNN,0,695.7589721679688,135173,0.00011699377500917764
CHNN,0,695.7589721679688,135173,0.00011901978723471984
CHNN,0,695.7589721679688,135173,0.00012196285388199611
CHNN,0,695.7589721679688,135173,0.00012440353748388588
CHNN,0,695.7589721679688,135173,0.00012811939814127982
CHNN,0,695.7589721679688,135173,0.00013086416583973914
CHNN,0,695.7589721679688,135173,0.00013303960440680385
CHNN,0,695.7589721679688,135173,0.00013650189794134349
CHNN,0,695.7589721679688,135173,0.0001385440555168316
CHNN,0,695.7589721679688,135173,0.0001410845870850608
CHNN,0,695.7589721679688,135173,0.00014320859918370848
CHNN,0,695.7589721679688,135173,0.00014675028796773404
CHNN,0,695.7589721679688,135173,0.00014915590872988102
CHNN,0,695.7589721679688,135173,0.00015116720169316975
CHNN,0,695.7589721679688,135173,0.00015396352682728318
CHNN,0,695.7589721679688,135173,0.0001566384598845616
CHNN,0,695.7589721679688,135173,0.0001593594060977921
CHNN,0,695.7589721679688,135173,0.0001622300187591463
CHNN,0,695.7589721679688,135173,0.00016462155326735228
CHNN,0,695.7589721679688,135173,0.0001666149328229949
CHNN,0,695.7589721679688,135173,0.00016949605196714399
CHNN,0,695.7589721679688,135173,0.0001719119900371879
CHNN,0,695.7589721679688,135173,0.00017442872922401875
CHNN,0,695.7589721679688,135173,0.00017824480892159042
CHNN,0,695.7589721679688,135173,0.00018123252084478736
CHNN,0,695.7589721679688,135173,0.0001828848762670532
CHNN,0,695.7589721679688,135173,0.0001858636824181304
CHNN,0,695.7589721679688,135173,0.0001884693629108369
CHNN,0,695.7589721679688,135173,0.0001905118260765448
CHNN,0,695.7589721679688,135173,0.0001945250260178
CHNN,0,695.7589721679688,135173,0.0001965075935004279
CHNN,0,695.7589721679688,135173,0.000199295609490946
CHNN,0,695.7589721679688,135173,0.00020200212020426989
CHNN,0,695.7589721679688,135173,0.00020388384291436523
CHNN,0,695.7589721679688,135173,0.0002068098256131634
CHNN,0,695.7589721679688,135173,0.00020933148334734142
CHNN,0,695.7589721679688,135173,0.00021213463332969693
CHNN,0,695.7589721679688,135173,0.00021461572032421827
CHNN,0,695.7589721679688,135173,0.00021675301832146943
CHNN,0,695.7589721679688,135173,0.0002195119159296155
CHNN,0,695.7589721679688,135173,0.00022158863430377096
CHNN,0,695.7589721679688,135173,0.00022420533059630543
CHNN,0,695.7589721679688,135173,0.0002266580268042162
CHNN,0,695.7589721679688,135173,0.00022986033582128584
CHNN,0,695.7589721679688,135173,0.000232018981478177
CHNN,0,695.7589721679688,135173,0.00023434037575498223
CHNN,0,695.7589721679688,135173,0.00023707211948931206
CHNN,0,695.7589721679688,135173,0.00023934451746754346
CHNN,0,695.7589721679688,135173,0.0002425913262413815
CHNN,0,695.7589721679688,135173,0.00024460788699798286
CHNN,0,695.7589721679688,135173,0.0002469800238031894
CHNN,0,695.7589721679688,135173,0.0002503447758499533
CHNN,0,695.7589721679688,135173,0.0002526278549339622
CHNN,0,695.7589721679688,135173,0.0002553531376179308
CHNN,0,695.7589721679688,135173,0.0002565905742812902
CHNN,0,695.7589721679688,135173,0.00025903867208398884
CHNN,0,695.7589721679688,135173,0.00026310700923204417
CHNN,0,695.7589721679688,135173,0.0002652955881785601
CHNN,0,695.7589721679688,135173,0.00026921555399894714
